CSA,CBSA,Name,Total,1 Unit,2 Units,3 & 4 Units,5 or more,Number of structures with 5 units or more,Monthly Coverage Percent,month,year,population_est,Match on,fuzzy match name
532,45060,"Syracuse, NY",7,7,0,0,0,0,47,1,2014,660085.0,Exact,
533,45220,"Tallahassee, FL",120,55,0,3,62,2,100,1,2014,375356.0,Exact,
999,45300,"Tampa St.Petersburg Clearwater, FL",887,521,2,3,361,5,100,1,2014,2927395.0,Exact,
999,45460,"Terre Haute, IN",6,6,0,0,0,0,93,1,2014,188240.0,Exact,
999,45500,"Texarkana, TX AR",20,20,0,0,0,0,87,1,2014,149229.0,Exact,
422,45540,"The Villages, FL",328,328,0,0,0,0,100,1,2014,112236.0,Exact,
534,45780,"Toledo, OH",25,13,0,0,12,2,89,1,2014,647228.0,Exact,
999,45820,"Topeka, KS",12,12,0,0,0,0,93,1,2014,233717.0,Exact,
536,46060,"Tucson, AZ",233,198,2,0,33,2,100,1,2014,1004229.0,Exact,
538,46140,"Tulsa, OK",508,214,0,4,290,10,100,1,2014,969421.0,Exact,
999,46220,"Tuscaloosa, AL",79,40,2,0,37,1,98,1,2014,246988.0,Exact,
540,46340,"Tyler, TX",29,27,2,0,0,0,76,1,2014,219642.0,Exact,
999,46520,"Urban Honolulu, HI",43,43,0,0,0,0,100,1,2014,987414.0,Exact,
999,46540,"Utica Rome, NY",0,0,0,0,0,0,7,1,2014,295982.0,Exact,
999,46660,"Valdosta, GA",29,29,0,0,0,0,90,1,2014,143433.0,Exact,
544,47020,"Victoria, TX",15,10,0,0,5,1,100,1,2014,98548.0,Exact,
428,47220,"Vineland Bridgeton, NJ",18,13,0,0,5,1,100,1,2014,156009.0,Exact,
545,47260,"Virginia Beach Norfolk Newport News, VA NC",323,227,2,4,90,8,100,1,2014,1750937.0,Exact,
999,47380,"Waco, TX",55,45,0,0,10,1,76,1,2014,260376.0,Exact,
999,47460,"Walla Walla, WA",6,6,0,0,0,0,64,1,2014,59510.0,Exact,
356,47580,"Warner Robins, GA",37,37,0,0,0,0,69,1,2014,175717.0,Exact,
548,47900,"Washington Arlington Alexandria, DC VA MD WV",1659,958,6,8,687,12,100,1,2014,6031945.0,Exact,
999,47940,"Waterloo Cedar Falls, IA",11,11,0,0,0,0,93,1,2014,170450.0,Exact,
999,48060,"Watertown Fort Drum, NY",17,6,0,0,11,1,65,1,2014,117971.0,Exact,
430,48260,"Weirton Steubenville, WV OH",1,1,0,0,0,0,45,1,2014,121507.0,Exact,
999,48300,"Wenatchee, WA",17,17,0,0,0,0,74,1,2014,113894.0,Exact,
999,48540,"Wheeling, WV OH",1,1,0,0,0,0,3,1,2014,144968.0,Exact,
999,48660,"Wichita Falls, TX",9,9,0,0,0,0,64,1,2014,151867.0,Exact,
556,48620,"Wichita, KS",59,40,4,0,15,1,85,1,2014,632810.0,Exact,
558,48700,"Williamsport, PA",1,1,0,0,0,0,8,1,2014,116290.0,Exact,
999,48900,"Wilmington, NC",229,85,4,0,140,4,100,1,2014,271863.0,Exact,
548,49020,"Winchester, VA WV",26,26,0,0,0,0,85,1,2014,133526.0,Exact,
268,49180,"Winston Salem, NC",86,84,2,0,0,0,92,1,2014,653250.0,Exact,
148,49340,"Worcester, MA CT",47,43,0,4,0,0,73,1,2014,932278.0,Exact,
999,49420,"Yakima, WA",3,3,0,0,0,0,27,1,2014,246870.0,Exact,
276,49620,"York Hanover, PA",24,24,0,0,0,0,58,1,2014,440475.0,Exact,
566,49660,"Youngstown Warren Boardman, OH PA",12,10,2,0,0,0,74,1,2014,553039.0,Exact,
472,49700,"Yuba City, CA",14,14,0,0,0,0,92,1,2014,168311.0,Exact,
999,49740,"Yuma, AZ",30,30,0,0,0,0,88,1,2014,204054.0,Exact,
999,10180,"Abilene, TX",25,25,0,0,0,0,96,2,2014,168342.0,Exact,
184,10420,"Akron, OH",21,21,0,0,0,0,75,2,2014,704908.0,Exact,
999,10500,"Albany, GA",14,12,2,0,0,0,93,2,2014,151949.0,Exact,
104,10580,"Albany Schenectady Troy, NY",116,42,0,4,70,4,65,2,2014,878113.0,Exact,
106,10740,"Albuquerque, NM",127,119,2,6,0,0,100,2,2014,904538.0,Exact,
999,10780,"Alexandria, LA",42,25,0,0,17,1,98,2,2014,154558.0,Exact,
408,10900,"Allentown Bethlehem Easton, PA NJ",64,54,0,0,10,2,100,2,2014,828470.0,Exact,
999,11020,"Altoona, PA",2,2,0,0,0,0,24,2,2014,125274.0,Exact,
108,11100,"Amarillo, TX",35,35,0,0,0,0,96,2,2014,260812.0,Exact,
218,11180,"Ames, IA",3,3,0,0,0,0,95,2,2014,122092.0,Exact,
999,11260,"Anchorage, AK",33,33,0,0,0,0,100,2,2014,397996.0,Exact,
220,11460,"Ann Arbor, MI",16,16,0,0,0,0,84,2,2014,360021.0,Exact,
118,11540,"Appleton, WI",22,22,0,0,0,0,90,2,2014,231627.0,Exact,
120,11700,"Asheville, NC",92,92,0,0,0,0,94,2,2014,439661.0,Exact,
122,12020,"Athens Clarke County, GA",35,35,0,0,0,0,86,2,2014,198361.0,Exact,
428,12100,"Atlantic City Hammonton, NJ",30,25,0,0,5,1,100,2,2014,272578.0,Exact,
194,12220,"Auburn Opelika, AL",85,79,0,0,6,1,100,2,2014,154511.0,Exact,
999,12260,"Augusta Richmond County, GA SC",179,179,0,0,0,0,91,2,2014,583046.0,Exact,
999,12540,"Bakersfield, CA",151,112,2,3,34,2,92,2,2014,869176.0,Exact,
548,12580,"Baltimore Columbia Towson, MD",298,235,0,0,63,1,100,2,2014,2780055.0,Exact,
999,12620,"Bangor, ME",2,2,0,0,0,0,47,2,2014,153201.0,Exact,
148,12700,"Barnstable Town, MA",31,19,0,7,5,1,81,2,2014,214289.0,Exact,
999,12940,"Baton Rouge, LA",297,283,2,0,12,1,92,2,2014,846827.0,Exact,
310,12980,"Battle Creek, MI",1,1,0,0,0,0,82,2,2014,134804.0,Exact,
474,13020,"Bay City, MI",1,1,0,0,0,0,9,2,2014,106046.0,Exact,
999,13140,"Beaumont Port Arthur, TX",7,7,0,0,0,0,71,2,2014,391651.0,Exact,
999,13220,"Beckley, WV",4,4,0,0,0,0,90,2,2014,123342.0,Exact,
999,13380,"Bellingham, WA",28,20,8,0,0,0,53,2,2014,208154.0,Exact,
999,13740,"Billings, MT",12,12,0,0,0,0,95,2,2014,174952.0,Exact,
999,13780,"Binghamton, NY",0,0,0,0,0,0,6,2,2014,247075.0,Exact,
142,13820,"Birmingham Hoover, AL",514,184,0,0,330,5,100,2,2014,1076087.0,Exact,
999,13900,"Bismarck, ND",82,55,2,6,19,1,96,2,2014,122155.0,Exact,
145,14010,"Bloomington, IL",20,14,0,0,6,1,94,2,2014,174105.0,Exact,
144,14020,"Bloomington, IN",19,10,0,0,9,1,100,2,2014,164422.0,Exact,
146,14100,"Bloomsburg Berwick, PA",0,0,0,0,0,0,24,2,2014,85538.0,Exact,
147,14260,"Boise City, ID",447,282,0,0,165,4,100,2,2014,662624.0,Exact,
148,14460,"Boston Cambridge Newton, MA NH",841,272,18,20,531,15,100,2,2014,4746931.0,Exact,
216,14500,"Boulder, CO",157,14,0,0,143,8,58,2,2014,312233.0,Exact,
150,14540,"Bowling Green, KY",39,35,0,4,0,0,100,2,2014,166630.0,Exact,
408,14860,"Bridgeport Stamford Norwalk, CT",47,47,0,0,0,0,94,2,2014,944196.0,Exact,
154,15180,"Brownsville Harlingen, TX",84,76,8,0,0,0,89,2,2014,419005.0,Exact,
999,15260,"Brunswick, GA",37,37,0,0,0,0,81,2,2014,114607.0,Exact,
268,15500,"Burlington, NC",48,48,0,0,0,0,96,2,2014,155384.0,Exact,
999,15540,"Burlington South Burlington, VT",16,8,2,0,6,1,87,2,2014,215676.0,Exact,
548,15680,"California Lexington Park, MD",32,32,0,0,0,0,73,2,2014,109913.0,Exact,
184,15940,"Canton Massillon, OH",18,13,0,0,5,1,83,2,2014,403675.0,Exact,
162,15980,"Cape Coral Fort Myers, FL",266,214,14,20,18,2,100,2,2014,677232.0,Exact,
164,16020,"Cape Girardeau, MO IL",13,6,2,0,5,1,100,2,2014,97405.0,Exact,
999,16060,"Carbondale Marion, IL",0,0,0,0,0,0,0,2,2014,139658.0,Exact,
456,16180,"Carson City, NV",5,5,0,0,0,0,100,2,2014,54082.0,Exact,
999,16220,"Casper, WY",37,19,0,0,18,1,86,2,2014,81377.0,Exact,
168,16300,"Cedar Rapids, IA",24,22,2,0,0,0,95,2,2014,264300.0,Exact,
548,16540,"Chambersburg Waynesboro, PA",26,16,0,0,10,2,100,2,2014,152607.0,Exact,
999,16580,"Champaign Urbana, IL",161,8,0,0,153,2,70,2,2014,224351.0,Exact,
170,16620,"Charleston, WV",0,0,0,0,0,0,16,2,2014,273606.0,Exact,
999,16700,"Charleston North Charleston, SC",672,264,0,0,408,18,100,2,2014,726836.0,Exact,
172,16740,"Charlotte Concord Gastonia, NC SC",1184,857,4,0,323,4,99,2,2014,2400483.0,Exact,
999,16820,"Charlottesville, VA",69,69,0,0,0,0,39,2,2014,209187.0,Exact,
174,16860,"Chattanooga, TN GA",100,87,0,0,13,1,89,2,2014,544183.0,Exact,
999,16940,"Cheyenne, WY",24,24,0,0,0,0,99,2,2014,96036.0,Exact,
176,16980,"Chicago Naperville Elgin, IL IN WI",633,364,4,72,193,20,100,2,2014,9560430.0,Exact,
999,17020,"Chico, CA",35,29,6,0,0,0,84,2,2014,223516.0,Exact,
178,17140,"Cincinnati, OH KY IN",253,204,2,8,39,1,100,2,2014,2172190.0,Exact,
999,17300,"Clarksville, TN KY",126,126,0,0,0,0,93,2,2014,289628.0,Exact,
174,17420,"Cleveland, TN",32,32,0,0,0,0,70,2,2014,119455.0,Exact,
184,17460,"Cleveland Elyria, OH",138,119,10,4,5,1,100,2,2014,2067356.0,Exact,
999,17780,"College Station Bryan, TX",120,112,8,0,0,0,98,2,2014,242830.0,Exact,
999,17820,"Colorado Springs, CO",183,183,0,0,0,0,100,2,2014,686562.0,Exact,
190,17860,"Columbia, MO",97,41,0,0,56,1,100,2,2014,200492.0,Exact,
192,17900,"Columbia, SC",325,256,0,0,69,3,100,2,2014,798882.0,Exact,
194,17980,"Columbus, GA AL",77,51,0,4,22,2,78,2,2014,325273.0,Exact,
294,18020,"Columbus, IN",12,12,0,0,0,0,100,2,2014,80497.0,Exact,
198,18140,"Columbus, OH",336,196,4,8,128,10,99,2,2014,2001635.0,Exact,
204,18580,"Corpus Christi, TX",117,96,0,0,21,2,84,2,2014,423313.0,Exact,
440,18700,"Corvallis, OR",30,5,2,0,23,2,91,2,2014,87215.0,Exact,
999,18880,"Crestview Fort Walton Beach Destin, FL",178,118,0,0,60,2,90,2,2014,255801.0,Exact,
999,19060,"Cumberland, MD WV",6,1,0,0,5,1,58,2,2014,100587.0,Exact,
206,19100,"Dallas Fort Worth Arlington, TX",3730,1616,24,8,2082,59,100,2,2014,6889769.0,Exact,
174,19140,"Dalton, GA",5,5,0,0,0,0,100,2,2014,142298.0,Exact,
999,19180,"Danville, IL",0,0,0,0,0,0,8,2,2014,79783.0,Exact,
380,19300,"Daphne Fairhope Foley, AL",87,87,0,0,0,0,86,2,2014,199183.0,Exact,
209,19340,"Davenport Moline Rock Island, IA IL",17,17,0,0,0,0,70,2,2014,384070.0,Exact,
290,19460,"Decatur, AL",5,5,0,0,0,0,54,2,2014,152888.0,Exact,
999,19500,"Decatur, IL",0,0,0,0,0,0,11,2,2014,108515.0,Exact,
422,19660,"Deltona Daytona Beach Ormond Beach, FL",134,134,0,0,0,0,100,2,2014,608604.0,Exact,
216,19740,"Denver Aurora Lakewood, CO",1364,620,26,18,700,28,100,2,2014,2753973.0,Exact,
218,19780,"Des Moines West Des Moines, IA",175,53,0,0,122,4,100,2,2014,649652.0,Exact,
220,19820,"Detroit Warren Dearborn, MI",289,265,8,16,0,0,100,2,2014,4311194.0,Exact,
222,20020,"Dothan, AL",9,9,0,0,0,0,90,2,2014,147830.0,Exact,
428,20100,"Dover, DE",58,58,0,0,0,0,100,2,2014,171456.0,Exact,
999,20220,"Dubuque, IA",8,8,0,0,0,0,89,2,2014,96481.0,Exact,
999,20260,"Duluth, MN WI",7,7,0,0,0,0,70,2,2014,290261.0,Exact,
450,20500,"Durham Chapel Hill, NC",187,185,2,0,0,0,100,2,2014,599236.0,Exact,
408,20700,"East Stroudsburg, PA",8,8,0,0,0,0,92,2,2014,167285.0,Exact,
232,20740,"Eau Claire, WI",29,4,0,9,16,2,85,2,2014,165023.0,Exact,
999,20940,"El Centro, CA",2,2,0,0,0,0,71,2,2014,177974.0,Exact,
238,21340,"El Paso, TX",118,118,0,0,0,0,95,2,2014,837089.0,Exact,
350,21060,"Elizabethtown Fort Knox, KY",19,19,0,0,0,0,78,2,2014,151675.0,Exact,
515,21140,"Elkhart Goshen, IN",12,12,0,0,0,0,99,2,2014,201423.0,Exact,
236,21300,"Elmira, NY",1,1,0,0,0,0,35,2,2014,87177.0,Exact,
240,21500,"Erie, PA",4,4,0,0,0,0,86,2,2014,279423.0,Exact,
999,21780,"Evansville, IN KY",24,24,0,0,0,0,87,2,2014,314859.0,Exact,
999,21820,"Fairbanks, AK",4,4,0,0,0,0,100,2,2014,99254.0,Exact,
244,22020,"Fargo, ND MN",8,8,0,0,0,0,95,2,2014,227790.0,Exact,
999,22140,"Farmington, NM",16,16,0,0,0,0,100,2,2014,129084.0,Exact,
246,22180,"Fayetteville, NC",81,81,0,0,0,0,94,2,2014,510635.0,Exact,
999,22220,"Fayetteville Springdale Rogers, AR MO",163,163,0,0,0,0,92,2,2014,,Exact,
999,22380,"Flagstaff, AZ",53,32,0,0,21,1,100,2,2014,137566.0,Exact,
220,22420,"Flint, MI",15,15,0,0,0,0,71,2,2014,412859.0,Exact,
999,22500,"Florence, SC",29,26,0,3,0,0,96,2,2014,206426.0,Exact,
999,22520,"Florence Muscle Shoals, AL",15,15,0,0,0,0,84,2,2014,147462.0,Exact,
999,22540,"Fond du Lac, WI",1,1,0,0,0,0,57,2,2014,101977.0,Exact,
999,22660,"Fort Collins, CO",89,71,0,4,14,2,100,2,2014,324008.0,Exact,
999,22900,"Fort Smith, AR OK",26,26,0,0,0,0,84,2,2014,248220.0,Exact,
258,23060,"Fort Wayne, IN",36,36,0,0,0,0,100,2,2014,398591.0,Exact,
260,23420,"Fresno, CA",139,105,0,3,31,2,87,2,2014,960567.0,Exact,
999,23460,"Gadsden, AL",4,4,0,0,0,0,64,2,2014,103399.0,Exact,
264,23540,"Gainesville, FL",54,31,0,0,23,2,94,2,2014,311743.0,Exact,
122,23580,"Gainesville, GA",65,63,2,0,0,0,86,2,2014,189142.0,Exact,
276,23900,"Gettysburg, PA",8,8,0,0,0,0,100,2,2014,101353.0,Exact,
104,24020,"Glens Falls, NY",7,7,0,0,0,0,70,2,2014,127341.0,Exact,
999,24140,"Goldsboro, NC",14,14,0,0,0,0,62,2,2014,124586.0,Exact,
999,24220,"Grand Forks, ND MN",0,0,0,0,0,0,82,2,2014,101260.0,Exact,
999,24260,"Grand Island, NE",1,1,0,0,0,0,76,2,2014,75240.0,Exact,
999,24300,"Grand Junction, CO",28,28,0,0,0,0,100,2,2014,147113.0,Exact,
999,24500,"Great Falls, MT",10,2,8,0,0,0,40,2,2014,82056.0,Exact,
216,24540,"Greeley, CO",163,134,0,0,29,4,100,2,2014,277112.0,Exact,
267,24580,"Green Bay, WI",33,28,0,0,5,1,84,2,2014,314003.0,Exact,
268,24660,"Greensboro High Point, NC",141,85,0,0,56,5,100,2,2014,746497.0,Exact,
274,24780,"Greenville, NC",35,31,4,0,0,0,100,2,2014,174974.0,Exact,
548,25180,"Hagerstown Martinsburg, MD WV",33,33,0,0,0,0,100,2,2014,276755.0,Exact,
406,25220,"Hammond, LA",46,46,0,0,0,0,100,2,2014,127010.0,Exact,
546,25260,"Hanford Corcoran, CA",10,10,0,0,0,0,74,2,2014,149495.0,Exact,
276,25420,"Harrisburg Carlisle, PA",48,48,0,0,0,0,53,2,2014,561164.0,Exact,
277,25500,"Harrisonburg, VA",49,23,2,0,24,2,100,2,2014,130420.0,Exact,
999,25620,"Hattiesburg, MS",10,2,0,8,0,0,83,2,2014,167179.0,Exact,
280,25860,"Hickory Lenoir Morganton, NC",31,31,0,0,0,0,98,2,2014,363035.0,Exact,
496,25980,"Hinesville, GA",13,13,0,0,0,0,75,2,2014,81120.0,Exact,
999,26140,"Homosassa Springs, FL",16,16,0,0,0,0,100,2,2014,138828.0,Exact,
284,26300,"Hot Springs, AR",2,2,0,0,0,0,100,2,2014,97758.0,Exact,
999,26380,"Houma Thibodaux, LA",52,52,0,0,0,0,95,2,2014,211368.0,Exact,
288,26420,"Houston The Woodlands Sugar Land, TX",4081,2914,10,3,1154,48,100,2,2014,6500199.0,Exact,
170,26580,"Huntington Ashland, WV KY OH",12,12,0,0,0,0,45,2,2014,368938.0,Exact,
290,26620,"Huntsville, AL",119,119,0,0,0,0,99,2,2014,440395.0,Exact,
292,26820,"Idaho Falls, ID",18,18,0,0,0,0,99,2,2014,137838.0,Exact,
294,26900,"Indianapolis Carmel Anderson, IN",363,353,2,3,5,1,100,2,2014,1971006.0,Exact,
168,26980,"Iowa City, IA",29,11,0,6,12,1,97,2,2014,164759.0,Exact,
296,27060,"Ithaca, NY",9,4,0,0,5,1,40,2,2014,103391.0,Exact,
999,27100,"Jackson, MI",1,1,0,0,0,0,49,2,2014,159421.0,Exact,
298,27140,"Jackson, MS",108,108,0,0,0,0,96,2,2014,597357.0,Exact,
999,27180,"Jackson, TN",10,10,0,0,0,0,96,2,2014,179358.0,Exact,
300,27260,"Jacksonville, FL",823,474,0,0,349,9,100,2,2014,1416446.0,Exact,
999,27340,"Jacksonville, NC",68,68,0,0,0,0,95,2,2014,191822.0,Exact,
357,27500,"Janesville Beloit, WI",1,1,0,0,0,0,88,2,2014,160920.0,Exact,
999,27620,"Jefferson City, MO",6,6,0,0,0,0,78,2,2014,150727.0,Exact,
304,27740,"Johnson City, TN",29,26,0,3,0,0,91,2,2014,200021.0,Exact,
306,27780,"Johnstown, PA",0,0,0,0,0,0,17,2,2014,137537.0,Exact,
308,27860,"Jonesboro, AR",39,27,12,0,0,0,70,2,2014,126813.0,Exact,
309,27900,"Joplin, MO",71,21,2,0,48,1,55,2,2014,175869.0,Exact,
999,27980,"Kahului Wailuku Lahaina, HI",35,33,2,0,0,0,100,2,2014,163036.0,Exact,
310,28020,"Kalamazoo Portage, MI",16,16,0,0,0,0,74,2,2014,258951.0,Exact,
176,28100,"Kankakee, IL",0,0,0,0,0,0,31,2,2014,111883.0,Exact,
312,28140,"Kansas City, MO KS",256,183,2,20,51,2,100,2,2014,2069182.0,Exact,
999,28420,"Kennewick Richland, WA",117,78,6,0,33,2,92,2,2014,274154.0,Exact,
999,28660,"Killeen Temple, TX",147,147,0,0,0,0,84,2,2014,426421.0,Exact,
304,28700,"Kingsport Bristol Bristol, TN VA",16,16,0,0,0,0,84,2,2014,,Exact,
408,28740,"Kingston, NY",1,1,0,0,0,0,34,2,2014,180400.0,Exact,
314,28940,"Knoxville, TN",145,126,0,0,19,2,77,2,2014,832928.0,Exact,
316,29020,"Kokomo, IN",3,3,0,0,0,0,100,2,2014,82605.0,Exact,
999,29100,"La Crosse Onalaska, WI MN",6,6,0,0,0,0,70,2,2014,136140.0,Exact,
318,29180,"Lafayette, LA",248,118,0,0,130,7,89,2,2014,484876.0,Exact,
320,29200,"Lafayette West Lafayette, IN",79,79,0,0,0,0,100,2,2014,221445.0,Exact,
999,29340,"Lake Charles, LA",163,41,14,0,108,1,87,2,2014,203296.0,Exact,
332,29420,"Lake Havasu City Kingman, AZ",45,45,0,0,0,0,100,2,2014,203423.0,Exact,
999,29460,"Lakeland Winter Haven, FL",198,198,0,0,0,0,100,2,2014,634398.0,Exact,
999,29540,"Lancaster, PA",29,29,0,0,0,0,70,2,2014,533289.0,Exact,
330,29620,"Lansing East Lansing, MI",34,34,0,0,0,0,76,2,2014,540028.0,Exact,
999,29700,"Laredo, TX",152,70,0,4,78,1,100,2,2014,267465.0,Exact,
238,29740,"Las Cruces, NM",43,43,0,0,0,0,100,2,2014,213933.0,Exact,
332,29820,"Las Vegas Henderson Paradise, NV",733,397,0,8,328,9,100,2,2014,2053134.0,Exact,
312,29940,"Lawrence, KS",8,8,0,0,0,0,100,2,2014,116445.0,Exact,
999,30020,"Lawton, OK",10,6,4,0,0,0,52,2,2014,130909.0,Exact,
276,30140,"Lebanon, PA",18,16,2,0,0,0,92,2,2014,136538.0,Exact,
999,30300,"Lewiston, ID WA",4,4,0,0,0,0,42,2,2014,62031.0,Exact,
438,30340,"Lewiston Auburn, ME",3,3,0,0,0,0,75,2,2014,107358.0,Exact,
336,30460,"Lexington Fayette, KY",215,96,2,4,113,3,98,2,2014,495137.0,Exact,
338,30620,"Lima, OH",1,1,0,0,0,0,20,2,2014,104848.0,Exact,
339,30700,"Lincoln, NE",61,45,0,0,16,1,93,2,2014,319634.0,Exact,
340,30780,"Little Rock North Little Rock Conway, AR",91,91,0,0,0,0,95,2,2014,728190.0,Exact,
999,30860,"Logan, UT ID",38,26,0,4,8,1,86,2,2014,130804.0,Exact,
346,30980,"Longview, TX",38,18,2,0,18,1,57,2,2014,283219.0,Exact,
440,31020,"Longview, WA",4,4,0,0,0,0,74,2,2014,101790.0,Exact,
348,31080,"Los Angeles Long Beach Anaheim, CA",2715,545,50,49,2071,27,100,2,2014,13166609.0,Exact,
350,31140,"Louisville Jefferson County, KY IN",286,149,0,3,134,6,100,2,2014,,Exact,
352,31180,"Lubbock, TX",142,66,4,0,72,4,96,2,2014,306056.0,Exact,
999,31340,"Lynchburg, VA",28,26,2,0,0,0,89,2,2014,257953.0,Exact,
260,31460,"Madera, CA",4,4,0,0,0,0,100,2,2014,153456.0,Exact,
357,31540,"Madison, WI",122,61,2,0,59,4,100,2,2014,633369.0,Exact,
148,31700,"Manchester Nashua, NH",19,17,2,0,0,0,96,2,2014,407275.0,Exact,
358,31740,"Manhattan, KS",19,19,0,0,0,0,92,2,2014,135665.0,Exact,
360,31900,"Mansfield, OH",2,2,0,0,0,0,75,2,2014,121999.0,Exact,
365,32580,"McAllen Edinburg Mission, TX",243,192,4,20,27,4,100,2,2014,829819.0,Exact,
366,32780,"Medford, OR",44,39,0,0,5,1,100,2,2014,209189.0,Exact,
368,32820,"Memphis, TN MS AR",261,197,0,0,64,1,100,2,2014,1333432.0,Exact,
382,32900,"Merced, CA",7,1,0,0,6,1,96,2,2014,264419.0,Exact,
176,33140,"Michigan City La Porte, IN",0,0,0,0,0,0,27,2,2014,111735.0,Exact,
474,33220,"Midland, MI",5,3,2,0,0,0,61,2,2014,83492.0,Exact,
372,33260,"Midland, TX",61,61,0,0,0,0,100,2,2014,162187.0,Exact,
378,33460,"Minneapolis St.Paul Bloomington, MN WI",427,358,0,0,69,2,100,2,2014,3476192.0,Exact,
999,33540,"Missoula, MT",8,8,0,0,0,0,100,2,2014,112801.0,Exact,
380,33660,"Mobile, AL",69,69,0,0,0,0,98,2,2014,431017.0,Exact,
382,33700,"Modesto, CA",18,18,0,0,0,0,80,2,2014,528015.0,Exact,
384,33740,"Monroe, LA",45,32,0,3,10,2,76,2,2014,205570.0,Exact,
220,33780,"Monroe, MI",3,3,0,0,0,0,68,2,2014,149847.0,Exact,
999,33860,"Montgomery, AL",53,42,0,0,11,1,65,2,2014,373476.0,Exact,
390,34060,"Morgantown, WV",0,0,0,0,0,0,19,2,2014,137396.0,Exact,
314,34100,"Morristown, TN",10,8,2,0,0,0,94,2,2014,138280.0,Exact,
500,34580,"Mount Vernon Anacortes, WA",20,20,0,0,0,0,98,2,2014,119966.0,Exact,
294,34620,"Muncie, IN",2,2,0,0,0,0,96,2,2014,116487.0,Exact,
266,34740,"Muskegon, MI",2,2,0,0,0,0,70,2,2014,172254.0,Exact,
488,34900,"Napa, CA",9,1,8,0,0,0,65,2,2014,140405.0,Exact,
400,34980,"Nashville Davidson  Murfreesboro  Franklin, TN",1211,709,2,0,500,20,100,2,2014,1768350.0,Exact,
404,35100,"New Bern, NC",34,34,0,0,0,0,95,2,2014,126778.0,Exact,
408,35300,"New Haven Milford, CT",33,23,0,0,10,1,86,2,2014,862885.0,Exact,
408,35620,"New York Newark Jersey City, NY NJ PA",2754,606,66,24,2058,92,98,2,2014,19280929.0,Exact,
412,35840,"North Port Sarasota Bradenton, FL",294,278,2,14,0,0,100,2,2014,747228.0,Exact,
278,35980,"Norwich New London, CT",28,28,0,0,0,0,90,2,2014,271462.0,Exact,
999,36100,"Ocala, FL",52,47,2,3,0,0,100,2,2014,338005.0,Exact,
428,36140,"Ocean City, NJ",45,31,10,4,0,0,100,2,2014,94907.0,Exact,
372,36220,"Odessa, TX",26,26,0,0,0,0,100,2,2014,154588.0,Exact,
482,36260,"Ogden Clearfield, UT",148,129,2,4,13,1,81,2,2014,630767.0,Exact,
416,36420,"Oklahoma City, OK",474,425,38,3,8,1,100,2,2014,1336256.0,Exact,
420,36540,"Omaha Council Bluffs, NE IA",295,148,12,3,132,2,100,2,2014,903335.0,Exact,
422,36740,"Orlando Kissimmee Sanford, FL",1317,784,10,0,523,12,100,2,2014,2324391.0,Exact,
118,36780,"Oshkosh Neenah, WI",15,13,2,0,0,0,83,2,2014,169324.0,Exact,
999,36980,"Owensboro, KY",12,12,0,0,0,0,97,2,2014,116529.0,Exact,
348,37100,"Oxnard Thousand Oaks Ventura, CA",68,23,0,4,41,4,89,2,2014,842297.0,Exact,
999,37340,"Palm Bay Melbourne Titusville, FL",90,88,2,0,0,0,100,2,2014,555548.0,Exact,
999,37460,"Panama City, FL",30,30,0,0,0,0,90,2,2014,178289.0,Exact,
425,37620,"Parkersburg Vienna, WV OH",6,6,0,0,0,0,79,2,2014,,Exact,
999,37860,"Pensacola Ferry Pass Brent, FL",128,128,0,0,0,0,100,2,2014,470628.0,Exact,
426,37900,"Peoria, IL",19,17,2,0,0,0,56,2,2014,415479.0,Exact,
428,37980,"Philadelphia Camden Wilmington, PA NJ DE MD",580,385,14,23,158,19,100,2,2014,6046382.0,Exact,
340,38220,"Pine Bluff, AR",0,0,0,0,0,0,47,2,2014,94882.0,Exact,
430,38300,"Pittsburgh, PA",187,179,2,6,0,0,100,2,2014,2356189.0,Exact,
999,38340,"Pittsfield, MA",1,1,0,0,0,0,15,2,2014,128856.0,Exact,
999,38540,"Pocatello, ID",8,8,0,0,0,0,99,2,2014,91265.0,Exact,
370,38940,"Port St.Lucie, FL",78,73,0,0,5,1,100,2,2014,443164.0,Exact,
438,38860,"Portland South Portland, ME",68,68,0,0,0,0,90,2,2014,523989.0,Exact,
440,38900,"Portland Vancouver Hillsboro, OR WA",694,325,4,0,365,16,100,2,2014,2343994.0,Exact,
148,39300,"Providence Warwick, RI MA",56,51,0,0,5,1,82,2,2014,1611026.0,Exact,
482,39340,"Provo Orem, UT",565,171,0,0,394,18,95,2,2014,571059.0,Exact,
444,39380,"Pueblo, CO",27,27,0,0,0,0,100,2,2014,161356.0,Exact,
412,39460,"Punta Gorda, FL",34,34,0,0,0,0,100,2,2014,168041.0,Exact,
376,39540,"Racine, WI",6,6,0,0,0,0,85,2,2014,194786.0,Exact,
452,39660,"Rapid City, SD",28,28,0,0,0,0,95,2,2014,134231.0,Exact,
428,39740,"Reading, PA",7,7,0,0,0,0,58,2,2014,414559.0,Exact,
454,39820,"Redding, CA",13,13,0,0,0,0,86,2,2014,178844.0,Exact,
456,39900,"Reno, NV",138,109,4,3,22,3,100,2,2014,440110.0,Exact,
999,40060,"Richmond, VA",263,251,12,0,0,0,100,2,2014,1235006.0,Exact,
348,40140,"Riverside San Bernardino Ontario, CA",549,378,14,9,148,9,100,2,2014,4415343.0,Exact,
